Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Fore Aero Company,https://www.crunchbase.com/organization/fore-aero-company,"Haltom City, Texas, United States","Fore Aero Company is a manufacturer of turn-key aerostructure that produces aircraft engines and engine parts. They supply bonded panels, intricate assemblies, and machined aerospace parts. They have a service assembly for classified aerospace parts and parts related to flight safety, such as bearing staking, bushing installation, thermal fitting, and cold expansion. They also produce non-metallic anti-fretting buffer pads that are utilized in aircraft components to shield different metals from one another. Cadmium plating, black oxide, nickel plating, chemical conversion coating, dry film, wet/dry abrasive blasting, powder coating, and prime painting are further metal processing methods that have received clearance.",Active,For Profit,Private Equity,,1979-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Service Industry"
Precision Optics,https://www.crunchbase.com/organization/precision-optics,"Gardner, Massachusetts, United States","Precision Optics Corporation is a developer and manufacturer of advanced optical instruments since 1982. The company designs and produces next-generation medical instruments, Microprecision(TM) micro-optics with characteristic dimensions less than 1 millimeter, and other advanced optical systems based on the Company's state-of-the-art optical technologies.  The company's innovative medical instrumentation line includes Lenslock(TM) laparoscopes, arthroscopes, and sinuscopes, as well as endocouplers and a world-class product line of 3D endoscopes for use in minimally invasive surgical procedures.",Active,For Profit,Post-IPO Equity,,1982-01-01,year,"Aerospace, Health Care, Manufacturing, Medical"
FTC,https://www.crunchbase.com/organization/ftc,"North Hollywood, California, United States",FTC is a supplier of high-strength specialty fasteners for commercial and military aerospace applications.,Active,For Profit,,,1979-01-01,year,"Aerospace, Manufacturing"
Berry Aviation,https://www.crunchbase.com/organization/berry-aviation-inc,"San Marcos, Texas, United States","Berry Aviation is a trusted leader in private aviation, with a portfolio of parts and services that includes Government, Private Charter, both Scheduled and On-Demand Freight, Maintenance, and FBO operations. Since its founding in 1983, BAI has grown into a dynamic company with a focus on providing innovative solutions within the Aerospace industry that increase value for customers and end-users. Headquartered in San Marcos, Texas, the company has the knowledge, experience, and manpower necessary to operate on short notice with safe, high quality aviation services. ",Active,For Profit,Debt Financing,,1983-01-01,year,Aerospace
Sussex Wire,https://www.crunchbase.com/organization/sussex-wire,"Easton, Pennsylvania, United States","Sussex Wire is a cold forming and roll forming company that collaborates with clients’ design engineers to lower cost, increase mechanical durability and reduce carbon footprint for component part tolerances down to +/- 0.0005”. The company specializes in critical custom applications in the medical device, healthcare consumables, aerospace, defense, consumer electronics, semi-conductor and hermetic assembly market segments.",Active,For Profit,Venture - Series Unknown,,1973-01-01,year,"Aerospace, Consumer Electronics, Mechanical Engineering, Medical Device"
Aviation Technical Services,https://www.crunchbase.com/organization/aviation-technical-services-2,"Everett, Washington, United States","Aviation Technical Services is a provider of maintenance, repair and overhaul (MRO) services for commercial and military aircraft. ATS supports both narrow body and wide body aircraft operators in the commercial and military aviation markets. Since its founding in 1970, ATS has received numerous industry awards for its support of turn-key fleet transition and integration, aircraft modifications, aircraft heavy maintenance, design services and component repair of accessories, structures, complex composites, hydraulics and electrical components.",Active,For Profit,Private Equity,,1970-01-01,year,"Aerospace, Service Industry"
Electro Magnetic Applications,https://www.crunchbase.com/organization/electro-magnetic-applications,"Lakewood, Colorado, United States","EMA is a leading developer of technologies for engineering simulation. EMA’s engineering specialty is in applied electromagnetics. In this domain, EMA provides software and services to promote the design, certification, and performance of our customers’ products.",Active,For Profit,Grant,,1977-01-01,day,"Aerospace, Information Services, Information Technology, Software"
Continuum Dynamics,https://www.crunchbase.com/organization/continuum-dynamics,"Trenton, New Jersey, United States","Continuum Dynamics provides quality engineering services and technical solutions for government and industry. They provide research and development activities, including software development, licensing, engineering, design services, and test support for multiple aerospace technologies, air vehicle design and simulation, thermo-hydraulic systems supporting electric power generation, wind turbine analysis, and agrochemical applications.",Active,For Profit,Grant,,1979-01-01,day,"Aerospace, Nuclear, Pharmaceutical"
Duotech Services,https://www.crunchbase.com/organization/duotech-8b82,"Franklin, North Carolina, United States","Duotech Services offers engineering, technology solutions, repair, and remanufacturing solutions for military and aerospace equipment.",Active,For Profit,,,1982-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Mechanical Engineering, Military"
BJG Electronics,https://www.crunchbase.com/organization/bjg-electronics,"Ronkonkoma, New York, United States","BJG Electronics specializes in manufacturing and value-added distribution of mil-aero and harsh environment connectors, accessories, backshells, and electromechanical products.",Active,For Profit,Private Equity,,1979-01-01,year,"Aerospace, Electronics, Manufacturing"
Honeybee Robotics,https://www.crunchbase.com/organization/honeybee-robotics,"Longmont, Colorado, United States","Honeybee Robotics is an R&D engineering company that has delivered more than 1,000 projects to government and industrial customers in spacecraft, planetary exploration, defense robotics, medical devices, mining, oil and gas, and utility infrastructure sectors. It is best known for developing robotics systems for the space industry, including actuators, drills, and sample collection systems for several Mars missions.",Active,For Profit,,,1983-01-01,year,"Aerospace, National Security, Robotics, Space Travel"
Orbital ATK,https://www.crunchbase.com/organization/orbital-atk,"Dulles, Virginia, United States","As a global leader in aerospace and defense technologies, Orbital ATK designs, builds and delivers space, defense and aviation-related systems to customers around the world both as a prime contractor and as a merchant supplier. Their main products include launch vehicles and related propulsion systems; satellites and associated components and services; composite aerospace structures; tactical missiles, subsystems and defense electronics; and precision weapons, armament systems and ammunition. Headquartered in Dulles, Virginia, Orbital ATK employs approximately 12,000 people in 18 states across the U.S. and several international locations.",Active,For Profit,,,1982-01-01,year,"Aerospace, Manufacturing, Space Travel"
Sun Country Airlines,https://www.crunchbase.com/organization/sun-country-airlines,"Eagan, Minnesota, United States","Sun Country Airlines offers affordable flights and vacation packages to destinations across the U.S. and in Mexico, Central America, and the Caribbean.",Active,For Profit,,,1982-01-01,year,"Air Transportation, Hospitality, Service Industry, Travel"
Pacific Scientific Energetic Materials,https://www.crunchbase.com/organization/pacific-scientific-energetic-materials,"Chandler, Arizona, United States","Pacific Scientific Energetic Materials Company (Arizona) LLC designs, develops, and manufactures energetic materials.",Active,For Profit,,,1975-01-01,year,"Aerospace, Education, Manufacturing"
Boeing Distribution Services,https://www.crunchbase.com/organization/boeing-distribution-services,"Miami, Florida, United States",,Active,For Profit,,,1974-01-01,year,"Aerospace, Hardware, Industrial"
DLH Holdings Corp.,https://www.crunchbase.com/organization/dlh-holdings-corp,"Atlanta, Georgia, United States","DLH Holdings Corp., through its subsidiary, DLH Solutions, Inc., provides healthcare delivery solutions, logistics and technical services, and contingency/staff augmentation services. The company’s healthcare delivery solutions include medical and other professionals; and professional services, such as case management, health and injury assessment, critical care, medical/surgical, emergency room/trauma center, counseling, behavioral health and traumatic brain injury management, medical devices and systems analysis, biomedical engineering, and medical logistics. It provides logistics and technical services in the areas of supply chain management, performance-based logistics, distribution center and inventory management, statistical process control, packaging/handling/storage and transportation, configuration management, readiness planning, and supply support operations. The company’s logistics and technical services also include program and project management, systems engineering and applicable information technology services, reliability-maintainability-availability engineering, integrated logistics support, readiness assessments, training, equipment maintenance, hazardous material management, and facilities and shipyard support services. In addition, LH Holdings Corp. provides professional staff to the federal government specializing in logistics, office administration, IT, and facilities/warehouse management. Further, its contingency/staff augmentation services include disaster and emergency response, humanitarian assistance, and temporary services for civilian workforce augmentation. The company offers its services to government agencies, including the Department of Veteran Affairs, the Department of Defense, and other clients. The company was formerly known as TeamStaff, Inc. and changed its name to DLH Holdings Corp. in June 2012. DLH Holdings Corp. was founded in 1969 and is headquartered in Atlanta, Georgia.",Active,For Profit,,,1969-01-01,year,"Aerospace, Health Care, Logistics, Staffing Agency"
Alliance Spacesystems,https://www.crunchbase.com/organization/alliance-spacesystems,"Los Alamitos, California, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Manufacturing"
Vertex Aerospace,https://www.crunchbase.com/organization/vertex-aerospace,"Madison, Mississippi, United States","Vertex Aerospace offers a global capability and complete solution for government and commercial customers. The mid-level aerospace Company operates in over 100 locations worldwide providing aftermarket aerospace services for more than 2,400 fixed and rotary wing airframes. Vertex’s agility, rapid deployment capability, and customer optimization have distinguished it from competitors for over half a century. With a 50 percent veteran workforce, the Mississippi-based company understands the challenges faced by the defense sector. More information can be found at vtxaero.com.",Active,For Profit,,,1977-01-01,year,"Aerospace, Logistics, Supply Chain Management"
Horizon Air Freight,https://www.crunchbase.com/organization/horizon-air-freight,"New York, New York, United States","Founded in 1970 by Anthony Leondis, HAF provides international routing, air and sea freight export, U.S. customs clearance, and domestic forwarding services to customers globally. Headquartered in Jamaica, NY and with operations in Houston, TX, the Company leverages its global network of agent partners to facilitate shipments for vessel operators.",Active,For Profit,Private Equity,,1970-01-01,year,Aerospace
Qarbon Aerospace,https://www.crunchbase.com/organization/qarbon-aerospace,"Red Oak, Texas, United States","Qarbon Aerospace is a manufacturer of composite components and assemblies at all levels of complexity, with products installed on the industry’s most advanced commercial and military aircraft. The business provides structural and engine composite fabrications and assemblies across commercial, business jet, and defense platforms. They provide manufacturing solutions for their projects and elevate their ideas to take flight with velocity. An online inquiry form is available on the company website.",Active,For Profit,,,1975-01-01,year,"Aerospace, Industrial, Industrial Manufacturing, Manufacturing, Quality Assurance, Supply Chain Management"
MW Industries,https://www.crunchbase.com/organization/mw-industries,"Rosamond, Illinois, United States","MW Industries is one of the premier manufacturers of products that make machines, engines, and complex sub-assemblies work harder, better, longer, and faster. Our full line of industrial springs, fasteners, machined parts, and flat-stamped spring-related products are engineered for peak performance and made from the world’s best materials. Innovation and value are the linchpins of our company. Our manufacturing capabilities and reputation for high-quality products and customer service are unmatched in this industry, which helps make us your one-stop-shop for all your industrial manufacturing needs. We are the largest and most diversified precision metal-based components manufacturer in the United States. Across a broad range of industries and applications, we have the right solutions for your difficult technical changes. We’ve earned a reputation for – and built our business on – delivering the technological innovations that become the strength, speed, and durability you need in your applications.",Active,For Profit,,,1973-01-01,year,"Aerospace, Agriculture, Manufacturing"
DCS Corp,https://www.crunchbase.com/organization/dcs-corp,"Alexandria, Virginia, United States","DCS Corp creates innovative technology solutions for its customers in the national security sector. DCS employees develop successful working relationships with their customers to ensure that they meet their customers’ expectations and get the job done right. The value that they place on ensuring customer satisfaction is based on their strong corporate culture of empowerment, innovation, responsiveness, and professional excellence. It was founded in 1977 and headquartered in Alexandria, Virginia.",Active,For Profit,,,1977-01-01,year,"Aerospace, Management Consulting, National Security"
Vicor Corporation,https://www.crunchbase.com/organization/vicor-corporation,"Andover, Massachusetts, United States","Vicor Corporation designs, manufactures and markets  innovative, high performance modular power components, from bricks to semiconductor-centric solutions, to enable customers to efficiently convert and manage power from the wall plug to the point-of-load. Complementing an extensive portfolio of patented innovations in power conversion and power distribution  with significant application development expertise, Vicor offers comprehensive product lines addressing a broad range of power conversion and management requirements across all power distribution architectures, including CPA, DPA, IBA, FPA® and CBA.  Vicor focuses on solutions for performancecritical applications in the following markets: enterprise and high performance computing, telecommunications and network infrastructure, industrial equipment and automation, vehicles and transportation and aerospace and defense electronics.",Active,For Profit,,,1981-01-01,year,"Aerospace, Electronics, Industrial Automation, Manufacturing, Telecommunications"
Cirrus Design Corporation,https://www.crunchbase.com/organization/cirrus-design-corporation,"Duluth, Minnesota, United States",,Active,For Profit,,,1984-01-01,year,"Air Transportation, In-Flight Entertainment, Service Industry"
TCOM,https://www.crunchbase.com/organization/tcom-l-p,"Columbia, Maryland, United States",TCOM is the global authority in airborne persistent surveillance solutions.,Active,For Profit,,,1971-01-01,day,"Aerospace, Security"
Intersky Precision Instruments,https://www.crunchbase.com/organization/intersky-precision-instruments,"Memphis, Tennessee, United States","Intersky Precision Aerospace is a technical services company for aerospace. They intended to facilitate aviation and aerospace repair and maintenance. Their services include aircraft component MRO, calibration and repair of electronic test equipment, aircraft tooling for laboratory and line maintenance operations, and material sales through their inventory of rotatable accessories and instruments, enabling the aviation and aerospace industries to avail cockpit instrument and accessory maintenance, repair, and overhaul services.",Active,For Profit,Venture - Series Unknown,,1981-01-01,year,Aerospace
ACUTRONIC,https://www.crunchbase.com/organization/acutronic-link-robotics,"Pittsburgh, Pennsylvania, United States","Acutronic Link Robotics AG (“Acutronic Robotics”), a company incorporated in Zurich Canton, Switzerland and co-founded by J.A. Technologies AG (“J.A.T.”) of Zug, Switzerland (J.A.T. is the parent company of the ACUTRONIC Group, the global market leader in precision motion simulation solutions), Victor Mayoral (the Co-Founder and CTO of Erle), and Carlos Uraga (the CEO of Erle). J.A.T. holds a majority equity stake in Acutronic Robotics. Victor Mayoral and Carlos Uraga will manage the new company.",Active,For Profit,,,1973-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Robotics"
SkyWest Inc,https://www.crunchbase.com/organization/skywest-inc,"Saint George, Utah, United States","SkyWest, Inc. was named one of ""America's Best Employers"" by Forbes in 2015 and was Air Transport World's Regional Airline of the Year in 2014. SkyWest, Inc. is the holding company for two scheduled passenger airline operations and an aircraft leasing company and is headquartered in St. George, Utah. SkyWest's airline companies provide commercial air service in cities across the United States, Canada, Mexico and the Caribbean with more than 3,100 daily flights and a fleet of 659 aircraft.  SkyWest Airlines operates through partnerships with United Airlines, Delta Air Lines, American Airlines and Alaska Airlines. ExpressJet Airlines operates through partnerships with United Airlines, Delta Air Lines and American Airlines. SkyWest is headquartered in St. George, Utah and continues to set the standard for excellence in the regional industry with unmatched value for customers, shareholders and its nearly 20,000 employees.",Active,For Profit,,,1972-01-01,year,"Air Transportation, Leisure, Travel"
Ophir,https://www.crunchbase.com/organization/ophir,"Littleton, Colorado, United States","Ophir is a company of exceptional individuals drawn together to strive for excellence as a team. They embrace their company's vision and strive to foster innovation, strengthen their core competencies, and meet and exceed their customer's expectations. Ophir Corporation is an innovative, high technology company striving for excellence in research, product development and support, and their people.  To design, develop, commercialize and support, laser radar systems for military and commercial markets, to meet and exceed internal and external customer requirements and increase customer satisfaction through continual improvement of our products and services, and to foster a workplace conducive to innovation, employee growth and wellness.",Active,For Profit,,,1979-01-01,year,"Aerospace, Laser"
Republic Airways Holdings,https://www.crunchbase.com/organization/republic-airways-holdings,"Indianapolis, Indiana, United States","Republic Airways Holdings is an airline holding company and owner of Chautauqua Airlines, Republic Airlines and Shuttle America. The Company is headquartered in Indianapolis, Indiana. Their airlines operate a combined fleet of more than 250 aircraft and offer scheduled passenger service on over 1,300 flights daily to more than 110 cities in the U.S., Canada and the Bahamas through fixed-fee flights operated under airline partner brands, including American Eagle, Delta Connection, United Express, and US Airways Express.",Active,For Profit,,,1974-01-01,year,"Air Transportation, Logistics, Service Industry, Translation Service, Transportation"
Trego Dugan Aviation,https://www.crunchbase.com/organization/trego-dugan-aviation,"North Platte, Nebraska, United States","Trego Dugan provides airline ground handling, ADS-B, airlines, aircraft maintenance, avionics, FBO, jet management, and charters services. They currently do services ""above and below the wing"" on the MD-80, Airbus 318, 319, 320, Boeing 737, 757, and Embraer 140, 145.",Active,For Profit,,,1970-01-01,year,"Air Transportation, Animation, Fleet Management, Transportation"
Erickson,https://www.crunchbase.com/organization/erickson,"Portland, Oregon, United States","Erickson provides helicopters, heavy-lift, construction, FAA repair station, and complex manufacturing.",Active,For Profit,,,1971-01-01,year,"Aerospace, Fleet Management, Manufacturing"
Nortech Systems,https://www.crunchbase.com/organization/nortech-systems,"Wayzata, Minnesota, United States","Nortech Systems Incorporated operates as a contract electronic manufacturing service company. It manufactures wire harness and cable assemblies, electronic sub-assemblies, printed circuit board assemblies, higher-level assemblies, and box builds. The company also provides technical support services, including design, testing, prototyping, and supply chain management. In addition, it offers repair services on circuit boards used in machines in the medical industry. The company serves industrial equipment, transportation, vision, agriculture, medical, aerospace and defense, oil, and gas industries. It markets its products and services through employee sales force and independent manufacturers' representatives. Nortech Systems Incorporated was founded in 1981 and headquartered in Wayzata, Minnesota.",Active,For Profit,,,1981-01-01,year,"Aerospace, Hardware, Industrial, Manufacturing, Product Design, Software"
Executive Jet Management,https://www.crunchbase.com/organization/executive-jet-management,"Cincinnati, Ohio, United States","Since 1977, Executive Jet Management has built a solid reputation for being the leader in worldwide aircraft management and private jet charter services. EJM earned its reputation by delivering on an ironclad business model centered on continuous improvement and a zealous commitment to exceeding expectations, both client-based and regulatory alike, at every turn. Today, EJM is synonymous with principles deeply rooted in a culture of safety, security, and exceptional service. The EJM Experience is about how the extreme passion and aviation expertise of EJM's professionals turns into the powerful components that ensure your private aviation experience is the safest and most reliable it can be. It's because how matters. And that is why EJM's culture of excellence is at the heart of everything we do, from high-level operations down to the smallest detail. ",Active,For Profit,,,1977-01-01,year,Aerospace
Honeywell Aerospace,https://www.crunchbase.com/organization/honeywell-aerospace,"Phoenix, Arizona, United States","Honeywell Aerospace is an American company that manufactures aircraft engines, avionics, auxiliary power units (APUs), and other aviation products. The company’s product portfolio includes space equipment, turbine engines, auxiliary power units, brakes, wheels, synthetic vision, runway safety systems and other avionics. President Barack Obama awarded a Honeywell employee the National Medal of Technology for his contributions to air flight safety technology. The company also owns a number of patents related to NextGen technology, aircraft windshields, turbochargers, and more. Honeywell Aerospace was founded in 1936 and is headquartered in Phoenix, Arizona.",Active,For Profit,,,1970-01-01,year,"Aerospace, Automotive, Manufacturing, Product Design"
Greater Orlando Aviation Authority,https://www.crunchbase.com/organization/greater-orlando-aviation-authority,"Orlando, Florida, United States",,Active,For Profit,,,1976-01-01,year,"Air Transportation, Government, Property Management"
General Digital Corporation,https://www.crunchbase.com/organization/general-digital,"East Hartford, Connecticut, United States","General Digital Corporation is an engineering company comprised of three business units: Display Systems, Optical Bonding Laboratories, Software Services. Display Systems designs and manufactures LCD monitors for commercial, industrial and military applications. We offer military- and industrial-grade LCD monitors in many configurations: flip-up/-down rack drawer, rack mount, panel mount, VESA mount, standalone, waterproof, marine, open frame, large format, dual display rack drawer. Additionally, we offer many options and accessories to complement our robust monitors: high brightness, NVIS compatible, rack mount and desktop keyboards, power supplies, touch screens, and much more.  Optical Bonding Laboratories enhances displays for greater clarity, sunlight readability, shatter resistance, demanding environmental conditions and more. This is achieved by optical bonding, film laminations, EMI shielding, heaters, vandal shields, and much more. Software Services has been, from the company's founding, a top-tier onshore software developer, provider of IV&V testing services for safety-critical systems, as well as a consultative product engineering service for numerous industries, such as avionics, medical, and transportation. General Digital Corporation was founded in 1973 and is headquartered in East Hartford, Connecticut, U.S.A.",Active,For Profit,,,1973-03-01,day,"Aerospace, Industrial, Manufacturing, Marine Transportation, Medical Device, Product Design, Quality Assurance, Simulation, Software, Software Engineering"
Scitor Corporation,https://www.crunchbase.com/organization/scitor-corporation,"Reston, Virginia, United States","Scitor Corporation is the forward-thinking provider of a pioneering service concept called Total Solutions™.  We’re proud of our reputation for integrity, innovation and excellence. And we’re proud of the results our Total Solutions methodology produces for our customers. Scitor’s world-class workforce is comprised of professionals from broadly diversified backgrounds such as former military, government and intelligence officers, business leaders from wide-ranging industries, multi-disciplinary scientists, mathematicians, information and financial analysts, and all disciplines of engineers. We collaborate with customers and across our business areas to support all phases of complex systems and programs — from initial concept and requirements definition, to acquisition, development and deployment, to operations and maintenance.",Active,For Profit,,,1979-01-01,year,"Aerospace, Consulting, Information Services, National Security"
ATAC,https://www.crunchbase.com/organization/atac,"Santa Clara, California, United States"," provided simulation and analysis to the aviation community. ATAC's dedicated staff is passionate about the development and application of computer models, simulations, decision aids, and analysis tools. They provide comprehensive analytical and subject matter expert capabilities including operations design and analysis, safety reporting and analysis, environmental analysis, and training solutions. ",Active,For Profit,,,1979-01-01,year,Air Transportation
Applied Composites Engineering,https://www.crunchbase.com/organization/applied-composites-engineering,"Indianapolis, Indiana, United States","Applied Composites Engineering (ACE), based in Indianapolis, IN is a leader in aerospace composites engineering and manufacturing providing advanced composites technologies and solutions to some of the largest and most well-known aerospace and defense organizations in the world. ACE is recognized for its collaboration with customers to deliver innovative, high-tech composites solutions, supported by the relentless pursuit of excellence. ",Active,For Profit,,,1982-01-01,year,"Aerospace, Manufacturing, Service Industry"
General Dynamics Land Systems,https://www.crunchbase.com/organization/general-dynamics-land-systems,"Sterling Heights, Michigan, United States","GDLS specializes in the design, development, production, support, and enhancement of tracked and wheeled military vehicles. Their focus is partnering with those who protect their freedom to ensure their readiness for tomorrow. General Dynamics Land Systems’ innovation has resulted in increased survivability, greater firepower, unmatched mobility and enhanced battlefield effectiveness made possible by capabilities and products prepared for whatever threat the military faces. They anticipate the need for innovative solutions for the future battlefield. They have a strong foundation of delivering innovative engineering and production capabilities to their clients across the spectrum of military vehicles. Their team is focused on continuous improvements that provide their clients with solutions while reducing costs and speeding up delivery for urgent requirements.",Active,For Profit,,,1982-03-07,day,"Aerospace, Manufacturing, Military"
Bradford Space,https://www.crunchbase.com/organization/bradford-space,"New York, New York, United States",Bradford is a global developer of in-space logistics services and manufacturer of spacecraft propulsion and control systems.,Active,For Profit,,,1984-01-01,year,"Aerospace, Manufacturing, Space Travel"
