Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Braxton Technologies,https://www.crunchbase.com/organization/braxton-technologies-llc,"Colorado Springs, Colorado, United States","Braxton Technologies provides products and services for hands-on and lights-out spacecraft and payload commanding and telemetry processing. Braxton Technologies offers hardware and software components necessary for command and control system implementation, front-end communications processors, and crypto controllers to command and telemetry workstations, ACE Premier suite, which include command and control, telemetry, planning and scheduling, flight dynamics, memory management, mission management, system management and simulation products and development, deployment, training, sustainment, operate and maintain and support services.",Active,For Profit,Venture - Series Unknown,,1994-01-01,year,"Aerospace, Hardware, Information Technology, Software"
Vibrant Corporation,https://www.crunchbase.com/organization/vibrant-corporation,"Albuquerque, New Mexico, United States","Vibrant Corporation develops and commercializes process compensated resonance testing (PCRT) technology for the aerospace and power generation industries. Its PCRT is a non-destructive testing technology that determines if a component is structurally sound and fit for service. The company offers its technology for in-process and final inspection applications to the component manufacturers, as well as to screen components for gross defects, such as cracks, fatigue, and overheat for maintenance, repair, and overhaul companies. Vibrant Corporation was incorporated in 1991 and is based in Albuquerque, New Mexico.",Active,For Profit,Grant,,1991-01-01,year,"Aerospace, Developer APIs, Developer Tools"
Cadence Design Systems,https://www.crunchbase.com/organization/cadence-design-systems,"San Jose, California, United States","Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, delivering extraordinary electronic products from chips to boards to systems for the most dynamic market applications including consumer, hyperscale computing, 5G communications, automotive, aerospace, industrial and health. For six years in a row, Fortune magazine has named Cadence one of the 100 Best Companies to Work For.",Active,For Profit,,,1988-01-01,year,"Aerospace, Electronic Design Automation (EDA), Hardware, Mobile, Semiconductor, Software"
MetroLaser,https://www.crunchbase.com/organization/metrolaser,"Laguna Hills, California, United States","MetroLaser develops and delivers optical diagnostic solutions. Their products are holo4d software, robust tools, schlieren instruments, analog schlieren scope, portable projection schlieren system, digital focusing schlieren, custom schlieren systems, and more. They serve a range of applications in defense, aerospace, structural mechanics, noise and vibration.",Active,For Profit,Grant,,1988-01-01,year,"Aerospace, Manufacturing, Sales, Software"
Shock Tech,https://www.crunchbase.com/organization/shock-tech,"Mahwah, New Jersey, United States","Shock Tech designs, manufactures, and tests shock attenuation and vibration isolation systems for the most demanding environments. They provide solutions for customer equipment’s dynamic protection problems. They also offer technical support and rapid prototyping services.",Active,For Profit,Grant,,1989-01-01,year,"Aerospace, Manufacturing, Product Design"
Mack Tool & Engineering,https://www.crunchbase.com/organization/mack-tool-engineering,"South Bend, Indiana, United States",Mack Tool & Engineering’s extensive array of machines provides the diversity to handle all of customer's product development and manufacturing needs. Continuing investment in every aspect of the business enables Mack to maintain a competitive advantage in this evolving industry.,Active,For Profit,Grant,,1988-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Medical"
Insitu,https://www.crunchbase.com/organization/insitu,"Bingen, Washington, United States","Insitu designs, develops, produces, and operates high-performance, cost-effective unmanned aircraft systems. The company’s focus is to deliver ISR information to their customers that are located all over the world, whether on land or at sea. To meet new operational needs and address the global market, they have introduced scores of game-changing technologies that have improved imagery and exploitation, operational security, training, airspace safety, reliability, maintainability, and availability. They are fully backed by their parent company, The Boeing Company, and its 95+ years of world-renowned innovation, delivery, performance and value. Insitu Pacific, the company’s Australia-based affiliate, was established to serve the unique needs of the Asia-Pacific region. Insitu also maintains a strong network of partners and suppliers, allowing them to provide specialized, in-country support for any region in the world. Insitu was founded in 1994 and is based in Bingen, Washington, United States.",Active,For Profit,Series D,,1994-01-01,year,"Aerospace, Information Services, Manufacturing"
Consolidated Precision Products,https://www.crunchbase.com/organization/consolidated-precision-products,"Cleveland, Ohio, United States","Consolidated Precision Products is a manufactures of complex aerospace components and subassemblies. Founded in 1991, CPP has grown substantially over the past 25 years through a combination of acquisitions and organic growth. From their first facility in Cudahy, California, CPP is now comprised of 19 global facilities manufacturing products for the aerospace, defense, and industrial gas turbine markets. CPP is a portfolio company of Warburg Pincus LLC.  They create value for their stakeholders by driving company-wide operational excellence and investing in new technologies to earn market share on the most advanced aerospace and industrial gas turbine applications. CPP continues to strive for ongoing recognition as a top-tier partner and growth supplier. Their goal is to be the clear provider of choice to their customers. CPP has established itself as a true global solutions provider, with customers in over 25 countries around the world.",Active,For Profit,,,1991-01-01,year,"Aerospace, Manufacturing, Transportation"
Lynx Software Technologies,https://www.crunchbase.com/organization/lynx-software-technologies,"San Jose, California, United States","For over 30 years, Lynx Software Technologies has enabled designs in security and safety critical markets including aviation/avionics, transportation, medical and defense systems.   The LynxOS-178 RTOS is the first and only COTS operating system to receive acceptance for reusability from the FAA for DO-178B/C certification. LYNX MOSA.ic (TM) enables developers to architect and design modular embedded systems to leverage the reuse of existing code, third-party commercial solutions and open-source applications seamlessly, across various platforms. Lynx Software Technologies is active in many of the industry committees and groups that shape and maintain standards—such as OMG (Object Management Group), Open Group Future Airborne Capability Environment (FACE) Consortium, power.org, and eclipse.org. This ensures that their customers’ needs are met by the standards they support, keeping their open systems current as standards evolve. For their avionics customers, they adhere to the ARINC 653 standard, and they offer a MILS-based separation kernel for their customers demanding the highest levels of security. They utilize the industry-standard Eclipse framework and the open-source projects such as CDT to provide an enterprise-strength open development environment. This commitment to openness extends to their customer relationships as well. They provide customers with access to source code and engineering resources, as well as the opportunity to participate in discussions of their  product direction through their Customer Advisory Board.",Active,For Profit,Private Equity,,1988-01-01,year,"Air Transportation, Automotive, Internet, Medical Device, Security, Software"
Advanced Integration Technology,https://www.crunchbase.com/organization/advanced-integration-technology,"Plano, Texas, United States","Advanced Integration Technology is an industrial automation and tooling company delivering turnkey factory integration to the aerospace industry. Applying lean, right-sized, flexible automation, AIT has successfully installed hundreds of systems worldwide",Active,For Profit,Secondary Market,,1992-01-01,year,"Aerospace, Industrial Automation, Manufacturing"
Arizona Commerce Authority,https://www.crunchbase.com/organization/arizona-commerce-authority,"Phoenix, Arizona, United States","The Arizona Commerce Authority (ACA) is the leading economic development organization with a streamlined mission to grow and strengthen Arizona’s economy. The ACA uses a three-pronged approach to advance the overall economy: recruit, grow, create – recruit out-of-state companies to expand their operations in Arizona; work with existing companies to grow their business in Arizona and beyond; and partner with entrepreneurs and companies large and small to create new jobs and businesses in targeted industries.",Active,For Profit,,,1985-01-01,year,"Aerospace, Government, Marketing"
Alliant Techsystems,https://www.crunchbase.com/organization/alliant-techsystems,"Baltimore, Maryland, United States","Alliant Techsystems Inc. engages in the provision of aerospace, defense, and commercial products to the U.S. government, allied nations, and prime contractors. The company also supplies ammunition and related accessories to law enforcement agencies and commercial customers.Alliant Techsystems Inc. was founded in 1990 and is headquartered in Arlington, Virginia.",Active,For Profit,,,1990-01-01,year,"Aerospace, Industrial, Manufacturing"
Busek Co. Inc.,https://www.crunchbase.com/organization/busek,"Boston, Massachusetts, United States","Busek Co. Inc. is engaged in applied research, hardware development and specialty manufacturing for in-space propulsion emphasizing electric propulsion, power electronics, complete turn-key solar electric propulsion systems, sensors, and material science. We are a leading source for advanced electric propulsion thrusters and systems used on commercial, military, and civil satellites. Notable accomplishments include the first US made Hall effect thruster in-space, the first functional electrospray thrusters in-space, and the first micro-pulsed-plasma thrusters in-space.  Busek is a propulsion supplier for the NASA Artemis Power and Propulsion Element (Maxar Inc.), and a supplier for Airbus OneWeb Satellites, amongst a range of other customers and sensitive missions.",Active,For Profit,,,1985-01-01,year,"Aerospace, Manufacturing, Satellite Communication, Space Travel"
AEG Fuels,https://www.crunchbase.com/organization/aeg-fuels,"Miami, Florida, United States","Associated Energy Group is a provider of aviation fuel and an international trip support company. The company has over 3000 locations worldwide and serves a diverse range of corporate, commercial, FBO, and government clients. Associated Energy Group was founded in 1988 and is headquartered in Miami, Florida.",Active,For Profit,,,1988-01-01,year,"Air Transportation, Energy, Fuel"
Signature Flight Support,https://www.crunchbase.com/organization/signature-flight-support-2,"Orlando, Florida, United States","Signature Flight Support provides flight support services, including fueling, hangar space, ground handling, and aircraft maintenance. Signature Flight Support provides aircraft maintenance services; government and military support services; office, shop, and hangar space for aircraft or aviation-related business; and general aviation services.",Active,For Profit,,,1992-01-01,year,"Aerospace, Service Industry"
Maine Space Grant Consortium,https://www.crunchbase.com/organization/maine-space-grant-consortium,"Augusta, Maine, United States",Maine Space Grant Consortium (MSGC) is an Affiliate-based corporation and a member of the national network of Consortia in all 50 states plus Puerto Rico and the District of Columbia. The network is funded by NASA’s National Space Grant College and Fellowship Program (also known as Space Grant).  Space Grant was established by Congress in 1988 to contribute to the nation’s science and engineering enterprise.,Active,For Profit,Grant,,1988-01-01,year,Aerospace
Analytical Graphics,https://www.crunchbase.com/organization/analytical-graphics,"Exton, Pennsylvania, United States","Mission-level software from AGI, an Ansys company, helps engineers, operators, and analysts working on complex land, sea, air, and space systems. Our modeling, analysis, and visualization tools, coupled with legendary customer support, help those in aerospace and defense organizations make critical decisions faster and more accurately in an operational context. AGI's primary products are Satellite Tool Kit (STK) and Orbit Determination Tool Kit (ODTK). The products are used to perform integrated analysis of land, sea, air, and space assets.",Active,For Profit,,,1989-01-18,day,"Aerospace, National Security, Software"
BBAM,https://www.crunchbase.com/organization/bbam,"San Francisco, California, United States","BBAM is the dedicated manager of investments in leased commercial jet aircraft providing over 200 airline customers in more than 50 countries with fleet and financing solutions over the last three decades. BBAM is the only manager in the aircraft leasing industry focused exclusively on generating investment returns for third-party investors. BBAM currently has more than 400 aircraft under management and employs over 120 professionals at its headquarters in San Francisco and in additional offices in New York, London, Tokyo, Singapore, Zurich, Dublin, and Santiago.",Active,For Profit,Private Equity,,1989-01-01,year,"Aerospace, Air Transportation, Commercial"
JETNET,https://www.crunchbase.com/organization/jetnet,"Utica, New York, United States","JETNET is the ultimate source for information and intelligence on business and commercial aircraft, and premium yachts, worldwide. JETNET deliver essential information—on individual craft and the entire market—tailored for the professional who relies on thorough, up-to-the-minute data, accessed through cutting edge database search, navigation, and reporting tools. It is sourced, researched, and confirmed directly by their professional staff of multi-lingual researchers",Active,For Profit,,,1988-01-01,year,"Aerospace, Air Transportation"
Express Line Corporation,https://www.crunchbase.com/organization/express-line-corporation,"Inglewood, California, United States",,Active,For Profit,,,1985-01-01,year,"Air Transportation, Freight Service, Logistics, Warehousing"
Exa Corporation,https://www.crunchbase.com/organization/exa-corporation,"Burlington, Massachusetts, United States","Exa develops, market, sell, and support software products, and provide professional services for simulation-driven design. Leading manufacturers use their fluid flow, heat transfer, and acoustic simulation solutions to optimize the performance of their products, reduce product development costs, and improve the efficiency of their design and engineering processes.   Global transportation manufacturers face increasing pressure, from government mandates as well as from their customers, to improve the efficiency of their products and reduce the impact on our environment. This requires more efficient and alternative power trains, more efficient vehicle shapes, and reductions in weight — all of which can be significantly improved by the adoption of simulation-driven design.   Simulation-driven design empowers engineers to predict product performance early in the design process, reducing late-stage design changes and reducing (or eliminating) expensive physical prototypes and tests. Their solutions encourage rapid iteration between design and analysis. They provide critical insight into how potential design variations impact the range of possible performance, and enable the discovery of solutions that optimize the trade-offs between competing design and engineering constraints and requirements.",Active,For Profit,Series H,,1991-01-01,year,"Aerospace, Manufacturing, Software"
Jet Support Services,https://www.crunchbase.com/organization/jet-support-services,"Chicago, Illinois, United States","Founded in 1989, JSSI is the only hourly cost maintenance provider covering virtually all makes and models of business aircraft, engines and APUs. JSSI provides its customers with comprehensive, flexible and affordable financial tools for managing the often unpredictable costs of operating and maintaining nearly all types of turbine-powered aircraft, including jets, turbo-props and turbine-powered helicopters. JSSI serves customers globally and manages maintenance services through its worldwide infrastructure of certified technical advisors. ",Active,For Profit,Private Equity,,1989-01-01,year,Aerospace
Silver Airways,https://www.crunchbase.com/organization/silver-airways,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,1988-01-01,year,"Aerospace, Air Transportation, Service Industry"
Oceanit,https://www.crunchbase.com/organization/oceanit,"Honolulu, Hawaii, United States","Oceanit is a privately-held, award-winning, mind-to-market company focused on bringing science, technology, and engineering solutions to society. Founded in 1985 as an engineering firm, Oceanit quickly established a reputation for developing innovative solutions in the areas of aerospace, energy, engineering, information systems, life sciences and manufacturing. Today, the firm is recognized for its excellence in advanced technology research and development, and bringing these technologies to the market, either through spin-outs, partnerships, or licensing. Headquartered in Honolulu, Oceanit has offices in Maui, California, Texas, and Washington D.C.",Active,For Profit,,,1985-01-01,year,"Aerospace, Energy, Environmental Engineering, Information Technology, Management Consulting, Manufacturing"
ACP Composites,https://www.crunchbase.com/organization/acp-composites,"Livermore, California, United States","ACP Composites is specializing in the design and manufacture of composite structures, plates, flat panels and other advanced products that are changing the way our world uses composites. Our unique business structure supports the global manufacture and distribution of advanced composite materials.",Active,For Profit,,Women Founded,1985-01-01,year,"Aerospace, Manufacturing"
NATCA,https://www.crunchbase.com/organization/natca,"Washington, District of Columbia, United States",,Active,For Profit,,,1987-01-01,year,"Aerospace, Government, Non Profit"
Allied Telesis,https://www.crunchbase.com/organization/allied-telesis-inc,"Bothell, Washington, United States","GA Telesis operates sales, leasing, distribution, and maintenance facilities in the United States, Canada, United Kingdom, Finland and China. Over the past fifteen years, GA Telesis has emerged as a global leader in the aerospace industry.",Active,For Profit,,,1986-01-01,year,"Aerospace, Air Transportation"
SAT Corp,https://www.crunchbase.com/organization/sat-corp,"Sunnyvale, California, United States",,Active,For Profit,,,1990-01-01,year,"Aerospace, Satellite Communication"
General Atomics Aeronautical Systems,https://www.crunchbase.com/organization/general-atomics-aeronautical-systems,"Poway, California, United States","General Atomics Aeronautical Systems is specialized in research and technology development, and also provides remotely operated surveillance aircraft, predator family systems and airborne sensors. They also support war fighter and civil operations.",Active,For Profit,,,1993-01-01,year,"Air Transportation, Manufacturing"
B/E Aerospace,https://www.crunchbase.com/organization/b-e-aerospace,"West Palm Beach, Florida, United States","B/E Aerospace is the worldwide leading manufacturer of aircraft passenger cabin interior products for the commercial and business jet aircraft markets. B/E Aerospace is also the leading global distributor of aerospace fasteners. B/E Aerospace has leading worldwide market shares in all of its major product lines and serves virtually all of the world's airlines, aircraft manufacturers and leasing companies through its direct global sales and customer support organizations.",Active,For Profit,,,1987-01-01,year,"Aerospace, Manufacturing, Travel"
Clamar Floats,https://www.crunchbase.com/organization/clamar-floats,"Brunswick, Maine, United States","Clamar Floats manufactures the strongest and lightest amphibious floats in the industry and focuses on the experimental aviation market. Clamar redesign and build existing products using the latest infusion technology in composite materials using Kevlar, Carbon Fibre, and e-glass materials where appropriate. Initial products will be sold into the non-certified market. Our employees have a great deal of experience working with composite materials.",Active,For Profit,Grant,,1990-01-01,year,"Aerospace, Manufacturing"
TriQuint Semiconductor,https://www.crunchbase.com/organization/triquint-semiconductor,"Hillsboro, Oregon, United States","TriQuint Semiconductor, Inc. supplies modules, components and foundry services to the communications companies. The company's products are designed on various wafer substrates, including compound semiconductor materials, such as gallium arsenide (GaAs) and piezoelectric crystals, such as lithium tantalate (LiTaO3). The company uses various process technologies using GaAs substrates including heterojunction bipolar transistors (HBTs) and pseudomorphic high electron mobility transistors (pHEMTs). The company's customers include Foxconn; Motorola, Inc.; Samsung; and U.S. Department of Commerce. Competition For its integrated modules, the company competes primarily with the following existing competitors: Anadigics Inc., Avago, Inc., Eudyna, Inc., Raytheon Co., RF Micro Devices, Inc., Skyworks Solutions, Inc., ICS Technologies, Inc., Phonon Corp., RF Monolithics, Inc., TDK and EPCOS AG, Temex SAS, TAI-SAW Technology Co., Fujitsu Microelectronics, Inc., Murata Manufacturing Co., and Panasonic Corp. TriQuint Semiconductor, Inc. was founded in 1981.",Active,For Profit,Seed,,1985-01-01,year,"Aerospace, Mobile, Semiconductor"
Archangel Systems,https://www.crunchbase.com/organization/archangel-systems,"Auburn, Alabama, United States","Archangel Systems is an award winning, ISO 9001:2015-certified business in Auburn, AL that develops, designs, and manufactures certified sensing and control systems for air- and ground-based applications. The Archangel aviation catalog of attitude, air data, and heading reference systems (ADAHRS and AHRS) are key components for international clients, including Airbus Defence and Space, the Boeing Company, and Erickson Air-Crane. Our clientele roster ranges from one-time upgrades to 20-year production contracts. You can find our products in use on certified fixed and rotary wing aircraft around the globe—from Australia to Switzerland—from Canada to Argentina.    By combining the latest technologies with sophisticated algorithms, we provide our clients with substantial reductions in size, weight, power, and price. Regardless of project or contract size, Archangel always delivers the requisite product certifications and company operations that “mission critical” customers require. That same engineering acumen and certification heritage applies to our military ground vehicle line, which focuses on inclination measurement and roll-over prevention.",Active,For Profit,,,1992-01-01,year,"Aerospace, Manufacturing"
AeroAntenna Technology,https://www.crunchbase.com/organization/aeroantenna-technology,"Chatsworth, California, United States","Aeroantenna Technology manufactures search and navigation equipment. The Company offers amplifier, cable, wireless, and other related products. Aeroantenna Technology serves customers in the United States.",Active,For Profit,,,1991-01-01,year,Aerospace
Axient,https://www.crunchbase.com/organization/axient-2eb4,"Huntsville, Alabama, United States","Axient takes a multi-domain test and analysis approach, mission engineering and operations, as well as advanced technologies to advance defense and civilian missions from aerospace to cyberspace. They offer systems engineering and integration, information technology, logistics engineering, safety, test and evaluation, business management, and program management.",Active,For Profit,,,1991-01-01,year,"Aerospace, Information Technology, Logistics, Professional Services"
SeaCast,https://www.crunchbase.com/organization/seacast,"Marysville, Washington, United States","Established in Seattle by Mike and Bert Robins in 1985, SeaCast operates three full service investment casting foundries. In addition to casting, the facilities (Marysville WA, Seattle WA and Butte, MT) offer extensive support services such as CNC machining, heat treat and assembly. The company serves a wide variety of industries including: aerospace, industrial pumps, industrial gas turbines, medical, transportation and computer hardware. To meet rigorous customer requirements, SeaCast’s manufacturing processes have earned ISO9000, AS9100 and NADCAP certifications. Over 350 dedicated employees comprise SeaCast's workforce and the company remains privately held. To broaden SeaCast’s wide alloy capabilities, the company has built a new titanium vacuum melting facility in Butte, MT.",Active,For Profit,,,1985-01-01,year,"3D Printing, Aerospace, Industrial, Manufacturing"
Component Control,https://www.crunchbase.com/organization/component-control,"San Diego, California, United States","Component Control, Inc. develops and provides MRO and logistics software solutions for the aviation industry in the United States and internationally. It offers Quantum Control software to automate quoting, ordering, and invoicing processes; generate aviation industry specific forms and reports; and enable online buying and selling. The company also provides Quantum Control base system that includes Inventory Management, Purchase Order and Purchase Request, Purchase Management, Receiving, Quotation Processing, Sales Order, Sales Exchange, Invoice Management, Currency Management, Multi-Tax Capability, Repair Order, Company Management, Physical Inventory, Security, Data Services .",Active,For Profit,,,1986-01-01,year,"Aerospace, Software"
Bags,https://www.crunchbase.com/organization/bags,"Orlando, Florida, United States","Bags provides baggage transfer services. It began operation in 1990, with its headquarters in Orlando in Florida.",Active,For Profit,,,1990-01-01,year,"Air Transportation, Parking, Service Industry, Social Assistance, Travel"
Radixx International,https://www.crunchbase.com/organization/radixx-international,"Orlando, Florida, United States","Radixx is committed to providing airline partners with the very best support available in the industry today. Our team is made up of people who love working with people and have a passion for the travel industry. Many of our team members are from the airline industry and have used the Radixx system as clients, which brings a unique sense of understanding when providing service. From our 24/7 Customer Support Help Desk representatives, to our Account Managers, and all the way up to our CEO, Radixx team members strive to make each customer feel as if they are our only client.",Active,For Profit,Private Equity,,1993-01-01,year,"Air Transportation, Enterprise Software, Reservations"
DASI,https://www.crunchbase.com/organization/dasi,"Miami, Florida, United States",,Active,For Profit,,,1993-01-01,year,"Aerospace, Software Engineering"
MEI Technologies,https://www.crunchbase.com/organization/mei-technologies,"Houston, Texas, United States",,Active,For Profit,,,1992-01-01,year,"Aerospace, Software"
Helinet Aviation Services,https://www.crunchbase.com/organization/helinet,"Van Nuys, California, United States","With over 30 years in business, Helinet has earned a highly trusted and widely respected reputation for its exceptional pilots, unparalleled service, and an outstanding safety record. Helinet serves the following markets: VIP charter, emergency medical services including patient and organ transport, electronic news gathering, motion picture, television and commercial production, and airborne law enforcement. Its mission is, and has always been, to be Southern California’s preferred carrier for safe, responsive and reliable rotor wing services",Active,For Profit,Venture - Series Unknown,Women Led,1987-01-01,year,"Aerospace, Automotive, Medical, Service Industry"
Heads Up Technologies,https://www.crunchbase.com/organization/heads-up-technologies,"Carrollton, Texas, United States","Since founding in 1985, Heads Up Technologies has enhanced the experience of flight for thousands of customers by providing them with innovative new products that range from voice and data systems, to LED lighting, to cabin management systems and more. Whether developing new, turnkey solutions, or importing existing technologies from other industries to the aviation world, they are at the forefront of creating exciting new options for the world’s leading aircraft manufacturers. Their emphasis on innovation, customization and scalability not only helps you create exciting new options for your customers, but also helps you differentiate your brand by developing solutions that are uniquely yours.",Active,For Profit,,,1985-01-01,year,"Aerospace, Commercial, Industrial"
Zona Technology,https://www.crunchbase.com/organization/zona-technology,"Tempe, Arizona, United States","Provides advanced engineering software products and services for the aerospace industry.ZONA Technology supports the aerospace community with the development and sales of robust, user-friendly Computer Aided Engineering (CAE) software used in the design and analysis of aircraft, and provides outstanding engineering software analysis services. ZONA also conducts Research and Development (R&D) contracts supported by private aerospace companies, the US Department of Defense, and NASA. ZONA continuously strives to provide the best CAE software and R&D results.",Active,For Profit,,,1985-01-01,year,Aerospace
Aerostar International,https://www.crunchbase.com/organization/aerostar-international,"Sioux Falls, South Dakota, United States","Aerostar International designs and manufactures aerospace, surveillance technology and electronics. Aerostar International products include tethered aerostats and persistent surveillance, aerospace platforms, radar systems, military decoys, protective wear, custom inflatables, parachutes, high altitude scientific balloons and airships, and marine navigation equipment.",Active,For Profit,,,1986-01-01,year,"Aerospace, Electronics"
Diversified Manufacturing of California,https://www.crunchbase.com/organization/diversified-manufacturing-of-california,"Vista, California, United States",Diversified Manufacturing of California is an advanced material manufacturing solutions company.,Active,For Profit,,,1986-01-01,year,"Aerospace, Industrial Engineering, Machinery Manufacturing, Manufacturing"
